B,replica1,replica2,replica3,replica4
10,0.014112234115600586,0.015777587890625,0.05231523513793945,0.04621124267578125
100,0.0531156063079834,0.0508723258972168,0.014806509017944336,0.01498270034790039
250,0.019406557083129883,0.013790130615234375,NA,0.012162208557128906
10,0.08784675598144531,0.021520376205444336,0.015424728393554688,0.015020132064819336
